Title,Console,Genre,Publisher,Developer,Critic_score,Total Global sales,release_date,last_update,Region,Sales
Alone in the Dark: The New Nightmare,PS,Adventure,Infogrames,Darkworks,7.2,160000,18-06-2001 00:00,,Rest of world sales,10000
Alpha Protocol,X360,Role-Playing,Sega,Obsidian Entertainment,6.8,390000,01-06-2010 00:00,,North American sales,230000
Alpha Protocol,X360,Role-Playing,Sega,Obsidian Entertainment,6.8,390000,01-06-2010 00:00,,European & African sales,130000
Alpha Protocol,X360,Role-Playing,Sega,Obsidian Entertainment,6.8,390000,01-06-2010 00:00,,Rest of world sales,40000
Altered Beast: Guardian of the Realms,GBA,Action,THQ,3d6 Games,6.5,90000,23-11-2002 00:00,,North American sales,70000
Altered Beast: Guardian of the Realms,GBA,Action,THQ,3d6 Games,6.5,90000,23-11-2002 00:00,,European & African sales,20000
Alundra,PS,Role-Playing,Working Designs,Matrix Software,8.8,230000,31-12-1997 00:00,,North American sales,130000
Alundra,PS,Role-Playing,Working Designs,Matrix Software,8.8,230000,31-12-1997 00:00,,European & African sales,90000
Alundra,PS,Role-Playing,Working Designs,Matrix Software,8.8,230000,31-12-1997 00:00,,Rest of world sales,10000
Alundra 2: A New Legend Begins,PS,Role-Playing,Activision Value,Matrix Software,7.1,270000,29-02-2000 00:00,,North American sales,150000
Alundra 2: A New Legend Begins,PS,Role-Playing,Activision Value,Matrix Software,7.1,270000,29-02-2000 00:00,,European & African sales,100000
Alundra 2: A New Legend Begins,PS,Role-Playing,Activision Value,Matrix Software,7.1,270000,29-02-2000 00:00,,Rest of world sales,20000
Amazing Island,GC,Strategy,Sega,Hitmaker,7.1,60000,25-08-2004 00:00,,North American sales,40000
Amazing Island,GC,Strategy,Sega,Hitmaker,7.1,60000,25-08-2004 00:00,,European & African sales,10000
American Bass Challenge,GBA,Sports,Ubisoft,Starfish,6.7,50000,05-12-2001 00:00,,North American sales,30000
American Bass Challenge,GBA,Sports,Ubisoft,Starfish,6.7,50000,05-12-2001 00:00,,European & African sales,10000
American Pro Trucker : 18 Wheeler,PS2,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,6,400000,14-11-2001 00:00,,North American sales,200000
American Pro Trucker : 18 Wheeler,PS2,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,6,400000,14-11-2001 00:00,,European & African sales,150000
American Pro Trucker : 18 Wheeler,PS2,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,6,400000,14-11-2001 00:00,,Rest of world sales,50000
American Pro Trucker : 18 Wheeler,GC,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,5,110000,18-02-2002 00:00,,North American sales,90000
American Pro Trucker : 18 Wheeler,GC,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,5,110000,18-02-2002 00:00,,European & African sales,20000
America's Army: True Soldiers,X360,Shooter,Ubisoft,Red Storm Entertainment,4.5,80000,15-11-2007 00:00,,North American sales,80000
America's Army: True Soldiers,X360,Shooter,Ubisoft,Red Storm Entertainment,4.5,80000,15-11-2007 00:00,,Rest of world sales,10000
America's Test Kitchen: Let's Get Cooking,DS,Simulation,Nintendo,Indies Zero,8.5,270000,28-03-2010 00:00,,North American sales,250000
America's Test Kitchen: Let's Get Cooking,DS,Simulation,Nintendo,Indies Zero,8.5,270000,28-03-2010 00:00,,Rest of world sales,20000
Amped 3,X360,Sports,2K Sports Play Games,2K Sports,7.2,160000,16-11-2005 00:00,,North American sales,130000
Amped 3,X360,Sports,2K Sports Play Games,2K Sports,7.2,160000,16-11-2005 00:00,,European & African sales,20000
Amped 3,X360,Sports,2K Sports Play Games,2K Sports,7.2,160000,16-11-2005 00:00,,Rest of world sales,10000
Andretti Racing,PS,Racing,EA Sports,Stormfront Studios,7.3,770000,30-11-1996 00:00,,North American sales,430000
Andretti Racing,PS,Racing,EA Sports,Stormfront Studios,7.3,770000,30-11-1996 00:00,,European & African sales,290000
Andretti Racing,PS,Racing,EA Sports,Stormfront Studios,7.3,770000,30-11-1996 00:00,,Rest of world sales,50000
Animal Boxing,DS,Fighting,Destineer,Gammick Entertainment,6.1,30000,02-12-2008 00:00,,North American sales,30000
Animal Crossing: Amiibo Festival,WiiU,Party,Nintendo,"Nd Cube Co., Ltd.",4.8,490000,13-11-2015 00:00,08-02-2018 00:00,North American sales,230000
Animal Crossing: Amiibo Festival,WiiU,Party,Nintendo,"Nd Cube Co., Ltd.",4.8,490000,13-11-2015 00:00,08-02-2018 00:00,Japanese sales,100000
Animal Crossing: Amiibo Festival,WiiU,Party,Nintendo,"Nd Cube Co., Ltd.",4.8,490000,13-11-2015 00:00,08-02-2018 00:00,European & African sales,120000
Animal Crossing: Amiibo Festival,WiiU,Party,Nintendo,"Nd Cube Co., Ltd.",4.8,490000,13-11-2015 00:00,08-02-2018 00:00,Rest of world sales,40000
Animorphs: Shattered Reality,PS,Action,Infogrames,Single Trac,3.5,60000,06-09-2000 00:00,,North American sales,30000
Animorphs: Shattered Reality,PS,Action,Infogrames,Single Trac,3.5,60000,06-09-2000 00:00,,European & African sales,20000
Anno 1701: Dawn of Discovery,DS,Simulation,Ubisoft,Sunflower Studios,8,130000,04-03-2008 00:00,,North American sales,70000
Anno 1701: Dawn of Discovery,DS,Simulation,Ubisoft,Sunflower Studios,8,130000,04-03-2008 00:00,,European & African sales,50000
Anno 1701: Dawn of Discovery,DS,Simulation,Ubisoft,Sunflower Studios,8,130000,04-03-2008 00:00,,Rest of world sales,10000
Anno 2070,PC,Strategy,Ubisoft,Blue Byte Studio,8.7,1400000,17-11-2011 00:00,,European & African sales,1140000
Anno 2070,PC,Strategy,Ubisoft,Blue Byte Studio,8.7,1400000,17-11-2011 00:00,,Rest of world sales,260000
Another Code R: A Journey into Lost Memories,Wii,Adventure,Nintendo,Cing,5.9,60000,26-06-2009 00:00,,Japanese sales,30000
Another Code R: A Journey into Lost Memories,Wii,Adventure,Nintendo,Cing,5.9,60000,26-06-2009 00:00,,European & African sales,30000
Anubis II,Wii,Platform,UFO Interactive,Data Design Interactive,1.5,70000,18-09-2007 00:00,,North American sales,60000
Anubis II,Wii,Platform,UFO Interactive,Data Design Interactive,1.5,70000,18-09-2007 00:00,,Rest of world sales,10000
Apache: Air Assault,X360,Simulation,Activision Value,Gaijin Entertainment,6.8,160000,16-11-2010 00:00,,North American sales,120000
Apache: Air Assault,X360,Simulation,Activision Value,Gaijin Entertainment,6.8,160000,16-11-2010 00:00,,European & African sales,30000
Apache: Air Assault,X360,Simulation,Activision Value,Gaijin Entertainment,6.8,160000,16-11-2010 00:00,,Rest of world sales,10000
Ape Escape,PS,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,9.3,1630000,31-05-1999 00:00,16-09-2018 00:00,North American sales,710000
Ape Escape,PS,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,9.3,1630000,31-05-1999 00:00,16-09-2018 00:00,Japanese sales,320000
Ape Escape,PS,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,9.3,1630000,31-05-1999 00:00,16-09-2018 00:00,European & African sales,480000
Ape Escape,PS,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,9.3,1630000,31-05-1999 00:00,16-09-2018 00:00,Rest of world sales,110000
Ape Escape 2,PS2,Platform,Ubisoft,SCE Japan Studio,8,630000,30-06-2003 00:00,16-09-2018 00:00,North American sales,120000
Ape Escape 2,PS2,Platform,Ubisoft,SCE Japan Studio,8,630000,30-06-2003 00:00,16-09-2018 00:00,Japanese sales,380000
Ape Escape 2,PS2,Platform,Ubisoft,SCE Japan Studio,8,630000,30-06-2003 00:00,16-09-2018 00:00,European & African sales,90000
Ape Escape 2,PS2,Platform,Ubisoft,SCE Japan Studio,8,630000,30-06-2003 00:00,16-09-2018 00:00,Rest of world sales,30000
Ape Escape 3,PS2,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,7.8,130000,17-01-2006 00:00,16-09-2018 00:00,North American sales,60000
Ape Escape 3,PS2,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,7.8,130000,17-01-2006 00:00,16-09-2018 00:00,European & African sales,50000
Ape Escape 3,PS2,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,7.8,130000,17-01-2006 00:00,16-09-2018 00:00,Rest of world sales,20000
Ape Escape Academy,PSP,Party,Sony Computer Interactive Entertainment,Shift,5.3,330000,17-01-2006 00:00,18-09-2018 00:00,North American sales,130000
Ape Escape Academy,PSP,Party,Sony Computer Interactive Entertainment,Shift,5.3,330000,17-01-2006 00:00,18-09-2018 00:00,European & African sales,150000
Ape Escape Academy,PSP,Party,Sony Computer Interactive Entertainment,Shift,5.3,330000,17-01-2006 00:00,18-09-2018 00:00,Rest of world sales,50000
Ape Escape: On the Loose,PSP,Platform,Sony Computer Interactive Entertainment,SIMS,6.6,700000,22-03-2005 00:00,,North American sales,520000
Ape Escape: On the Loose,PSP,Platform,Sony Computer Interactive Entertainment,SIMS,6.6,700000,22-03-2005 00:00,,Japanese sales,120000
Ape Escape: On the Loose,PSP,Platform,Sony Computer Interactive Entertainment,SIMS,6.6,700000,22-03-2005 00:00,,European & African sales,10000
Ape Escape: On the Loose,PSP,Platform,Sony Computer Interactive Entertainment,SIMS,6.6,700000,22-03-2005 00:00,,Rest of world sales,50000
Apocalypse,PS,Action,Activision Value,Neversoft Entertainment,6.7,450000,31-10-1998 00:00,,North American sales,250000
Apocalypse,PS,Action,Activision Value,Neversoft Entertainment,6.7,450000,31-10-1998 00:00,,European & African sales,170000
Apocalypse,PS,Action,Activision Value,Neversoft Entertainment,6.7,450000,31-10-1998 00:00,,Rest of world sales,30000
Apollo Justice: Ace Attorney,DS,Adventure,Capcom,Capcom,8,990000,19-02-2008 00:00,,North American sales,280000
Apollo Justice: Ace Attorney,DS,Adventure,Capcom,Capcom,8,990000,19-02-2008 00:00,,Japanese sales,640000
Apollo Justice: Ace Attorney,DS,Adventure,Capcom,Capcom,8,990000,19-02-2008 00:00,,European & African sales,50000
Apollo Justice: Ace Attorney,DS,Adventure,Capcom,Capcom,8,990000,19-02-2008 00:00,,Rest of world sales,30000
Aquaman: Battle for Atlantis,GC,Action,TDK Core Mediactive,Lucky Chicken,2.4,10000,23-07-2003 00:00,,North American sales,10000
Ar tonelico 2: Melody of Metafalica,PS2,Role-Playing,NIS America,Gust,7.2,180000,20-01-2009 00:00,,North American sales,40000
Ar tonelico 2: Melody of Metafalica,PS2,Role-Playing,NIS America,Gust,7.2,180000,20-01-2009 00:00,,Japanese sales,110000
Ar tonelico 2: Melody of Metafalica,PS2,Role-Playing,NIS America,Gust,7.2,180000,20-01-2009 00:00,,European & African sales,30000
Ar tonelico 2: Melody of Metafalica,PS2,Role-Playing,NIS America,Gust,7.2,180000,20-01-2009 00:00,,Rest of world sales,10000
Ar tonelico Qoga: Knell of Ar Ciel,PS3,Role-Playing,NIS America,Gust,7,240000,15-03-2011 00:00,,North American sales,80000
Ar tonelico Qoga: Knell of Ar Ciel,PS3,Role-Playing,NIS America,Gust,7,240000,15-03-2011 00:00,,Japanese sales,130000
Ar tonelico Qoga: Knell of Ar Ciel,PS3,Role-Playing,NIS America,Gust,7,240000,15-03-2011 00:00,,European & African sales,10000
Ar tonelico Qoga: Knell of Ar Ciel,PS3,Role-Playing,NIS America,Gust,7,240000,15-03-2011 00:00,,Rest of world sales,10000
Ar tonelico: Melody of Elemia,PS2,Role-Playing,Nippon Ichi Software,Gust,7,100000,06-02-2007 00:00,,Japanese sales,100000
Arc the Lad II,PS,Role-Playing,Sony Computer Interactive Entertainment,ARC Entertainment,,1050000,20-06-1996 00:00,,Japanese sales,920000
Arc the Lad II,PS,Role-Playing,Sony Computer Interactive Entertainment,ARC Entertainment,,1050000,20-06-1996 00:00,,Rest of world sales,130000
Arc the Lad: Twilight of the Spirits,PS2,Role-Playing,Sony Computer Interactive Entertainment,Cattle Call,7.3,360000,25-06-2003 00:00,,North American sales,180000
Arc the Lad: Twilight of the Spirits,PS2,Role-Playing,Sony Computer Interactive Entertainment,Cattle Call,7.3,360000,25-06-2003 00:00,,European & African sales,140000
Arc the Lad: Twilight of the Spirits,PS2,Role-Playing,Sony Computer Interactive Entertainment,Cattle Call,7.3,360000,25-06-2003 00:00,,Rest of world sales,50000
Arcade Party Pak,PS,Misc,Midway Games,Digital Eclipse,7.6,110000,30-09-1999 00:00,,North American sales,60000
Arcade Party Pak,PS,Misc,Midway Games,Digital Eclipse,7.6,110000,30-09-1999 00:00,,European & African sales,40000
Arcade Party Pak,PS,Misc,Midway Games,Digital Eclipse,7.6,110000,30-09-1999 00:00,,Rest of world sales,10000
Arcana Heart,PS2,Fighting,Atlus,Examu Inc.,8.1,160000,10-04-2008 00:00,,North American sales,60000
Arcana Heart,PS2,Fighting,Atlus,Examu Inc.,8.1,160000,10-04-2008 00:00,,Japanese sales,40000
Arcana Heart,PS2,Fighting,Atlus,Examu Inc.,8.1,160000,10-04-2008 00:00,,European & African sales,50000
Arcana Heart,PS2,Fighting,Atlus,Examu Inc.,8.1,160000,10-04-2008 00:00,,Rest of world sales,20000
Arcana Heart 3,PS3,Fighting,Aksys Games,Examu Inc.,7,200000,23-09-2014 00:00,,North American sales,40000
Arcana Heart 3,PS3,Fighting,Aksys Games,Examu Inc.,7,200000,23-09-2014 00:00,,Japanese sales,100000
Arcana Heart 3,PS3,Fighting,Aksys Games,Examu Inc.,7,200000,23-09-2014 00:00,,European & African sales,50000
Arcana Heart 3,PS3,Fighting,Aksys Games,Examu Inc.,7,200000,23-09-2014 00:00,,Rest of world sales,20000
Arcania: Gothic 4,PC,Role-Playing,JoWood Productions,Spellbound Entertainment AG,5.8,180000,19-10-2010 00:00,,North American sales,90000
Arcania: Gothic 4,PC,Role-Playing,JoWood Productions,Spellbound Entertainment AG,5.8,180000,19-10-2010 00:00,,European & African sales,80000
Arcania: Gothic 4,PC,Role-Playing,JoWood Productions,Spellbound Entertainment AG,5.8,180000,19-10-2010 00:00,,Rest of world sales,20000
Arcania: Gothic 4,X360,Role-Playing,JoWood Productions,Spellbound Entertainment AG,6.2,90000,19-10-2010 00:00,,North American sales,40000
Arcania: Gothic 4,X360,Role-Playing,JoWood Productions,Spellbound Entertainment AG,6.2,90000,19-10-2010 00:00,,Japanese sales,10000
Arcania: Gothic 4,X360,Role-Playing,JoWood Productions,Spellbound Entertainment AG,6.2,90000,19-10-2010 00:00,,European & African sales,40000
Arcania: Gothic 4,X360,Role-Playing,JoWood Productions,Spellbound Entertainment AG,6.2,90000,19-10-2010 00:00,,Rest of world sales,10000
Archer Maclean's Mercury,PSP,Puzzle,Ignition Entertainment,Awesome Studios,7.7,560000,06-04-2005 00:00,,North American sales,170000
Archer Maclean's Mercury,PSP,Puzzle,Ignition Entertainment,Awesome Studios,7.7,560000,06-04-2005 00:00,,European & African sales,240000
Archer Maclean's Mercury,PSP,Puzzle,Ignition Entertainment,Awesome Studios,7.7,560000,06-04-2005 00:00,,Rest of world sales,150000
Are You Smarter than a 5th Grader? Game Time,X360,Puzzle,THQ,THQ,4,120000,26-10-2009 00:00,,North American sales,120000
Are You Smarter than a 5th Grader? Game Time,X360,Puzzle,THQ,THQ,4,120000,26-10-2009 00:00,,Rest of world sales,10000
Area 51,PS2,Shooter,Midway Games,Midway Studios Austin,7.7,450000,25-04-2005 00:00,,North American sales,220000
Area 51,PS2,Shooter,Midway Games,Midway Studios Austin,7.7,450000,25-04-2005 00:00,,European & African sales,170000
Area 51,PS2,Shooter,Midway Games,Midway Studios Austin,7.7,450000,25-04-2005 00:00,,Rest of world sales,60000
ARK: Survival Evolved,NS,Action-Adventure,Studio Wildcard,Studio Wildcard,4,80000,30-11-2018 00:00,22-09-2018 00:00,North American sales,70000
ARK: Survival Evolved,NS,Action-Adventure,Studio Wildcard,Studio Wildcard,4,80000,30-11-2018 00:00,22-09-2018 00:00,Rest of world sales,10000
Armored Core,PS,Simulation,Sony Computer Interactive Entertainment,From Software,7.2,410000,31-10-1997 00:00,,North American sales,130000
Armored Core,PS,Simulation,Sony Computer Interactive Entertainment,From Software,7.2,410000,31-10-1997 00:00,,Japanese sales,160000
Armored Core,PS,Simulation,Sony Computer Interactive Entertainment,From Software,7.2,410000,31-10-1997 00:00,,European & African sales,90000
Armored Core,PS,Simulation,Sony Computer Interactive Entertainment,From Software,7.2,410000,31-10-1997 00:00,,Rest of world sales,30000
Armored Core 4,X360,Simulation,Sega,From Software,6.5,250000,20-03-2007 00:00,,North American sales,190000
Armored Core 4,X360,Simulation,Sega,From Software,6.5,250000,20-03-2007 00:00,,Japanese sales,30000
Armored Core 4,X360,Simulation,Sega,From Software,6.5,250000,20-03-2007 00:00,,European & African sales,10000
Armored Core 4,X360,Simulation,Sega,From Software,6.5,250000,20-03-2007 00:00,,Rest of world sales,20000
Armored Core 4,PS3,Simulation,Sega,From Software,6.6,200000,20-03-2007 00:00,,North American sales,90000
Armored Core 4,PS3,Simulation,Sega,From Software,6.6,200000,20-03-2007 00:00,,Japanese sales,90000
Armored Core 4,PS3,Simulation,Sega,From Software,6.6,200000,20-03-2007 00:00,,Rest of world sales,10000
Armored Core SL: Silent Line Portable,PSP,Simulation,From Software,From Software,5.8,30000,19-11-2009 00:00,,Japanese sales,30000
Armored Core: For Answer,PS3,Simulation,Ubisoft,From Software,6.1,190000,16-09-2008 00:00,,North American sales,60000
Armored Core: For Answer,PS3,Simulation,Ubisoft,From Software,6.1,190000,16-09-2008 00:00,,Japanese sales,100000
Armored Core: For Answer,PS3,Simulation,Ubisoft,From Software,6.1,190000,16-09-2008 00:00,,European & African sales,20000
Armored Core: For Answer,PS3,Simulation,Ubisoft,From Software,6.1,190000,16-09-2008 00:00,,Rest of world sales,10000
Armored Core: For Answer,X360,Simulation,Ubisoft,From Software,6.5,150000,16-09-2008 00:00,,North American sales,60000
Armored Core: For Answer,X360,Simulation,Ubisoft,From Software,6.5,150000,16-09-2008 00:00,,Japanese sales,70000
Armored Core: For Answer,X360,Simulation,Ubisoft,From Software,6.5,150000,16-09-2008 00:00,,European & African sales,10000
Armored Core: For Answer,X360,Simulation,Ubisoft,From Software,6.5,150000,16-09-2008 00:00,,Rest of world sales,10000
Armored Core: Formula Front Extreme Battle,PSP,Simulation,Agetec,From Software,6.7,50000,15-12-2005 00:00,,North American sales,50000
Armored Core: Last Raven Portable,PSP,Simulation,From Software,From Software,5,30000,04-03-2010 00:00,,Japanese sales,30000
Armored Core: Master of Arena,PS,Simulation,Agetec,From Software,7.2,260000,29-02-2000 00:00,,North American sales,70000
